,ref_id,client_division,description,vendor,contract_value,contract_date,type,date_won,currency
501,11229,Information & Technology,"AUTHORITY: GL16.5 adopted on October 27th, 2020.,For the provision of 2021 Annual Software Maintenance, Support and upgrades. All in accordance with the,signed agreement between the city of Toronto and Bluebee Software Inc. dated October 20, 2018 for the,Period from January 1, 2021 to December 31, 2021 and Bluebee Invoice No. 26-037-R",BLUEBEE SOFTWARE INC,29931.54,12/08/2020,non-competitive,,CAD
1927,GM26.12,Transportation Services,"Amended PO in the amount of $29,810.00, net of all taxes and charges, for the provision of CarteFLEX Subscription Renewal and CarteFLEX-GISconnect for ESRI Subscription Renewal for the period from January 1, 2014 to December 31, 2014.",APPLIED GEOLOGICS INC,29810.0,01/01/2014,non-competitive,,CAD
131,WS3060670217,Court Services,For Support and Maintenance for software developed by Q-Matic AB for the City of Toronto's Court Services Division.,Trica CXM Solutions Inc.,29741.0,07/30/2021,non-competitive,,CAD
1447,9009,Information & Technology,"For the provision of 250 licenses of FluidSurveys for multiple City divisions from June 17, 2017 to March 16, 2018 as per quotation Q004958.",SurveyMonkey Europe,29636.49,05/23/2017,non-competitive,,CAD
61,SR3164656493 WS3246084575,Fleet Services,"For the non-exclusive supply and delivery of labour, materials, tools, equipment, travel time, mileage, fuel,and incidentals necessary to perform inspections, cleaning, testing, repairs, and provide parts and services, as and when required, for exhaust systems repairs and diesel particulate filter (DPF) & diesel oxidation catalyst (DOC) cleaning for the City of Toronto's Fleet Services Division to be provided for a period of three (3) months, from December 1, 2021, to February 28, 2022. This Contract will serve as a Bridging Contract,to 47020289.",BDS FLEET SERVICE,29627.0,12/01/2021,non-competitive,,CAD
44,WS3224922022,"Parks, Forestry & Recreation","For the Work Already Completed for Personal Support Workers providing personal care and support to City of Toronto - Adapted and Inclusive camps for participants with various disabilities for the City of Toronto's Parks, Forestry and Recreation Division, for July and August 2021",Nexim Healthcare Consultants Inc.,29285.55,12/15/2021,non-competitive,,CAD
1451,GM16.7,Toronto Water,"To provide annual software support and maintenance of MDT AutoSave software for the three year period from February 27, 2017 to February 27, 2020.",CB Automation,29230.0,05/15/2017,non-competitive,,CAD
528,11231,Solid Waste Management Services,"AMENDMENT # 1 - November 19, 2020 - (NCPR 11231),Increased contract value from $26,300 to $28,900 and extended the validity date until May 31, 2021 to continue to maintain the current service levels at various SWMS locations. All terms and conditions remain the same.", METRO CONCRETE CUTTING & CORING INC,28900.0,11/20/2020,non-competitive,,CAD
1809,GM32.20,Emergency Medical Services,"Amendment - To increase the Purchase Order value by $28,758.00 (exclusive of taxes) for the annual Software Support & Maintenance during the period from January 1, 2015 to December 31, 2015",CAD NORTH INC,28758.6,01/13/2015,non-competitive,,CAD
2059,GM 32.20,Emergency Medical Services,"Added Line 40 to the Purchase Order to increase the value of the contract by $28,758.00, net of all taxes and charges, for the annual Software/Support during the period from January 1, 2014 to December 31, 2014.",CAD North Inc.,28758.0,02/04/2014,non-competitive,,CAD
620,10699,Court Services,For the provision of armored car services to pick up sealed bag currency shipments and transport them between the City's financial institutions' and City of Toronto locations.,VALGUARD SECURITY INC,28729.2,05/15/2020,non-competitive,,CAD
383,11210,"Parks, Forestry & Recreation","For the provision of rental of large pumps and hoses to remove water on Toronto Island in 2019, all in accordance with Invoice No's. 25972, 25988, 25989, 25978, 25984 and 26002.",Aquatech Pump & Power,28708.36,02/16/2021,non-competitive,,CAD
1347,GM8.8,Information & Technology,"Amendment - To add line items 170-290 in the total amount of $28,669.17, net of all taxes and charges, for Annual Software Maintenance Support for the Period from January 1, 2018 to December 31, 2018.",CHASSELS COMPUTER SYSTEMS INC,28669.17,12/19/2017,non-competitive,,CAD
79,WS3187959287,Fleet Services,"For bridging contract for the non-exclusive provision of medium-duty vehicle and equipment Towing, Floating and Road-side Assistance Services within the Greater Toronto Area (GTA) and/or outside of the GTA in Ontario, on an 'as and when required' basis, for the City of Toronto for a six (6) months from November 21, 2021, to May 20, 2022,",24 Hours SSR Auto Towing Inc.,28637.67,11/21/2021,non-competitive,,CAD
525,10954,"Parks, Forestry & Recreation",For the baseball diamond improvements at Sentinel Park in North York District,MAR-CO CLAY PRODUCTS INC ,28601.91,11/23/2020,non-competitive,,CAD
1929,GM32.20,Corporate Finance,"Amended PO in the amount of $28,535.98 (exclusive of taxes) for the 2014 FIDM Maintenance Fee for the period from January 1, 2014 to December 31, 2014.",QUATRO GROUP SOFTWARE SYSTEM INC,28535.98,01/01/2014,non-competitive,,CAD
2146, GM16.5 and GM26.12,Emergency Medical Services,"Amendment - To increase the Purchase Order value by $28,512 (exclusive of taxes) to cover the 2014 Priority Dispatch products Software Support & Maintenance for the period from January 1, 2014 to December 31, 2014 ",PRIORITY DISPATCH,28512.0,12/31/2013,non-competitive,,CAD
1851,GM16.5 & GM26.12,Emergency Medical Services,"Amendment - To increase the Purchase Order value by $28,512 (exclusive of taxes) to cover the 2015 Priority Dispatch products Software Support & Maintenance for the period from January 1, 2015 to December 31, 2015 ",PRIORITY DISPATCH,28512.0,11/17/2014,non-competitive,,CAD
724,10852,Purchasing & Materials Management,for the provision of the specialist to provide SAP ECC Development services required as part of the Warehouse Management (WM) implementation and support remaining development activities for the Ariba P2P project wind-down,SI SYSTEMS PARTNERSHIP,28175.0,07/03/2020,non-competitive,,CAD
1380,9077,Economic Development & Culture,For the provision of professional services to conduct an on-site intercept survey for Nuit Blanche Toronto 2017.,IPSOS-Reid LP,28000.0,11/09/2017,non-competitive,,CAD
1106,9445,Human Resources,For the provision to provide uninterrupted learning services related to Human Resources Rights to divisions.,"LUTHER, SARA",28000.0,01/11/2019,non-competitive,,CAD
1993,GM 26.12,Transportation Services,"For the provision of CarteFLEX Subscription Renewal and CarteFLEX-GISconnect for ESRI Subscription Renewal for the period from January 1, 2013 to December 31, 2013.",Applied Geologistics Inc.,27800.0,01/01/2013,non-competitive,,CAD
1930,GM26.12   ,Engineering & Construction Services - Engineering Services,"For the annual eQuorum Software Support and Maintenance to cover the period from February 1, 2014 to January 31, 2016.",EQUORUM,27792.0,02/01/2014,non-competitive,,CAD
1837,GM16.5,Toronto Water,"Amendment - To increase the Purchase Order value by $27,750.00 (exclusive of taxes) for the annual Software Support and Maintenance of InfoWater UDF and InfoWater Suite during the period December 15, 2014 to December 15, 2015",INNOVYZE INC,27750.0,12/08/2014,non-competitive,,CAD
1321,GM8.8,Emergency Medical Services,"Renewal - For the annual Software Support &,Maintenance of Paramedic scheduling time management System during the period January 1, 2018 to,December 31, 2018",QUATRO GROUP SOFTWARE SYSTEMS INC,27750.0,01/09/2018,non-competitive,,CAD
364,11512,Municipal Licensing & Standards,"For work already completed for the delivery of services for hoarding, fencing, boarding/blocking of doors,,windows and other openings in buildings and structures, and for the draining of swimming pools and stagnant water at various locations within the City of Toronto",SURE GENERAL CONTRACTORS INC,27695.87,02/26/2021,non-competitive,,CAD
1304,GM22.11,"Parks, Forestry & Recreation",For the provision of the supply and maintenance of the ski lifts at North York Ski and Snowboard Centre in Earl Bales Park and Don Valley Golf Course.,Leitner-Poma Canada Inc.,27322.0,02/12/2018,non-competitive,,CAD
1156,9460,Solid Waste Management Services,"Amendment - For additional RouteSmart ArcGIS software product licenses, together with additional associated software product services.",ROUTESMART TECHNOLOGIES INC,27250.0,11/28/2018,non-competitive,,CAD
332,11490,"Parks, Forestry & Recreation",For the trailer rental for Earl Bales Ski & Snowboard Centre and Centennial Ski & Snowboard Centre.,ATCO STRUCTURES & LOGISTICS LTD,27220.56,03/16/2021,non-competitive,,CAD
1676,GM8.8,"Social Development, Finance & Administration","For the provision of Quatro Group Software System Support & Maintenance for the CCI Cashed Cheque Information System for the period from January 1, 2016 to December 31, 2016.",Quatro Group Software System Inc.,27012.53,01/01/2016,non-competitive,,CAD
1485,8943,Transportation Services,"For the provision of Public Opinion Research Services from January 1, 2017 to June 30, 2017.",IPSOS-REID LP,27000.0,02/09/2017,non-competitive,,CAD
170,11674,"Shelter, Support & Housing Administration","For the provision of Roxy Software System Software hosting and service plan for the period from May 1, 2021 to April 30, 2022, all in accordance with the Roxy Software User Agreement and invoice # INVVHI01533 dated March 31, 2021.",ROXY SOFTWARE INC,26960.0,04/21/2021,non-competitive,,CAD
270,11696,Information & Technology,"AUTHORITY: GL11.12, adopted by City Council on January 29, 2020,For the provision of OpenText software licenses for the integration of the MLS Portals for License Application and License Renewal with Captiva and T-Recs, all in accordance with the Subordinate Agreement and Order Schedule dated this 30th day of March, 2021 made pursuant to the Non-OPS Client Agreement between Open Text Corporation and the City of Toronto dated April 6, 2020.",OpenText,26940.92,04/28/2021,non-competitive,,CAD
1759,8626,Court Services,"For the non-exclusive supply, delivery and production of transcripts of Provincial Offences court hearings held in Ontario Court of Justice",Clearly Spoken Inc ,26900.0,07/28/2015,non-competitive,,CAD
1729,8675,Economic Development & Culture,Provision of Heritage Architectural Consultant Services for the Salmon Run Fountain Restoration.,ERA Architects Inc,26750.0,11/02/2015,non-competitive,,CAD
1750,GM16.5,Toronto Water,"Amendment - To increase the Purchase Order value by 26,680.07(exclusive of taxes) to cover eDOCS DM Standard Named User Client and Content Server Products-co-term Support & Maintenance for the period ending March 31, 2016",OPEN TEXT CORPORATION,26680.07,09/17/2015,non-competitive,,CAD
1656,8699,Transportation Services,"For the provision of sidewalk sweeping from April 1 to April 16, 2015 for Transport Services, Road OPerations, Scarborough District.",Royalcrest Paving & Contracting Ltd.,26667.2,02/16/2016,non-competitive,,CAD
2419,Doc2935350240,Solid Waste Management Services,"Purchase, Removal and Recycling of used Motor Oil",Safety-Kleen Canada,26550.0,,competitive,09/10/2021,CAD
617,10708,Solid Waste Management Services,"For the supply of all Deliverables, including but not limited to labour, travel, materials, equipment and consumables necessary to perform Concrete/Asphalt Cutting and Coring Services for the City of Toronto's Solid Waste Management Services Division.,This bridging contract will be based on the same terms and conditions and pricing that were outlined in Contract# 47019894. (Relating to competitive call No. 3919-16-3062).", METRO CONCRETE CUTTING & CORING INC ,26300.0,05/27/2020,non-competitive,,CAD
